INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
ETG25718	ETG116500	Igf1r	Snap29	IGFIRC|Igfr1|JTK13	Gs32	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
ETG116500	ETG293692	Snap29	Ehd1	Gs32	RGD1306960	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
ETG53822	ETG24211	FXYD7	Atp1a1	-	Nkaa1b	Affinity Capture-Western	Beguin P (2002)	12093728	9606	10116
ETG53822	ETG25650	FXYD7	Atp1b1	-	ATPBS	Affinity Capture-Western	Beguin P (2002)	12093728	9606	10116
ETG11244	ETG171159	ZHX1	Zhx1	-	-	Two-hybrid	Hirano S (2002)	12062805	9606	10116
ETG7832	ETG84591	BTG2	Pick1	PC3|TIS21	Prkcabp	Two-hybrid	Lin WJ (2001)	11237868	9606	10116
ETG84591	ETG7832	Pick1	BTG2	Prkcabp	PC3|TIS21	Reconstituted Complex	Lin WJ (2001)	11237868	10116	9606
ETG84591	ETG7832	Pick1	BTG2	Prkcabp	PC3|TIS21	Affinity Capture-Western	Lin WJ (2001)	11237868	10116	9606
ETG1048	ETG116655	CEACAM5	Hnrnpm	CD66e|CEA	Hnrpm|Hnrpm4	Two-hybrid	Bajenova OV (2001)	11406629	9606	10116
ETG116655	ETG1048	Hnrnpm	CEACAM5	Hnrpm|Hnrpm4	CD66e|CEA	Affinity Capture-Western	Bajenova OV (2001)	11406629	10116	9606
ETG140938	ETG2908	Psmc3ip	NR3C1	Gt198|Tbpip	GCCR|GCR|GCRST|GR|GRL	Reconstituted Complex	Ko L (2002)	11739747	10116	9606
ETG140938	ETG2908	Psmc3ip	NR3C1	Gt198|Tbpip	GCCR|GCR|GCRST|GR|GRL	Two-hybrid	Ko L (2002)	11739747	10116	9606
ETG24536	ETG25239	Lepr	Apod	Fa	AOPDGN	Two-hybrid	Liu Z (2001)	11344130	10116	10116
ETG25239	ETG24536	Apod	Lepr	AOPDGN	Fa	Reconstituted Complex	Liu Z (2001)	11344130	10116	10116
ETG24536	ETG25239	Lepr	Apod	Fa	AOPDGN	Reconstituted Complex	Liu Z (2001)	11344130	10116	10116
ETG29741	ETG25467	Pik3r2	Irs1	-	IRS1IRM	Affinity Capture-Western	Kessler A (2001)	11120660	10116	10116
ETG29741	ETG29376	Pik3r2	Irs2	-	4PS|IRS-2	Affinity Capture-Western	Kessler A (2001)	11120660	10116	10116
RP5-1160K1.2	ETG84595	GNAI3	Nucb1	87U6|ARCND1	Nucb	Two-hybrid	Lin P (1998)	9647645	9606	10116
ETG64680	ETG7349	Crhr2	UCN	Crf2r	UI|UROC	Reconstituted Complex	Donaldson CJ (1996)	8612563	10116	9606
ETG363875	ETG64158	Rac1	Tuba1a	-	Tuba1	Co-purification	Best A (1996)	8631991	10116	10116
ETG363875	ETG291081	Rac1	Tubb2b	-	RGD1309427|Tubb2	Co-purification	Best A (1996)	8631991	10116	10116
RP11-467D18.1	ETG25735	MECR	Hnf4a	CGI-63|FASN2B|NRBF1	Hnf4|Hnf4alpha	Two-hybrid	Masuda N (1998)	9795230	9606	10116
RP11-467D18.1	ETG24831	MECR	Thrb	CGI-63|FASN2B|NRBF1	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	Two-hybrid	Masuda N (1998)	9795230	9606	10116
ETG192258	ETG113894	Gabrr3	Sqstm1	-	Osi|ZIP|ZIP3	Two-hybrid	Croci C (2003)	12431995	10116	10116
ETG170840	ETG113894	Slc40a1	Sqstm1	Fpn1|Slc11a3|Slc39a1	Osi|ZIP|ZIP3	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
ETG113894	ETG113894	Sqstm1	Sqstm1	Osi|ZIP|ZIP3	Osi|ZIP|ZIP3	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
ETG192258	ETG113894	Gabrr3	Sqstm1	-	Osi|ZIP|ZIP3	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
ETG113894	ETG25522	Sqstm1	Prkcz	Osi|ZIP|ZIP3	14-3-3-zetaisoform|Pkcz|r14-3-3	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
ETG113894	ETG29738	Sqstm1	Kcnab2	Osi|ZIP|ZIP3	-	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
ETG58822	RP23-26L6.6	Csnk1e	Per1	-	Per|m-rigui|mPer1	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
ETG58822	ETG18627	Csnk1e	Per2	-	mKIAA0347|mPer2	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
ETG58822	RP23-455G15.2	Csnk1e	Per3	-	2810049O06Rik|mPer3	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
ETG1050	ETG81647	CEBPA	Atf2	C/EBP-alpha|CEBP	-	Reconstituted Complex	Shuman JD (1997)	9139739	9606	10116
ETG81647	ETG1050	Atf2	CEBPA	-	C/EBP-alpha|CEBP	Far Western	Shuman JD (1997)	9139739	10116	9606
ETG1050	ETG81647	CEBPA	Atf2	C/EBP-alpha|CEBP	-	Far Western	Shuman JD (1997)	9139739	9606	10116
ETG81647	ETG1050	Atf2	CEBPA	-	C/EBP-alpha|CEBP	Co-purification	Shuman JD (1997)	9139739	10116	9606
ETG81647	PP9092	Atf2	CEBPB	-	C/EBP-beta|IL6DBP|NF-IL6|TCF5	Reconstituted Complex	Shuman JD (1997)	9139739	10116	9606
ETG65201	ETG23122	Clip1	CLASP2	CLIP-170|Rsn	-	Affinity Capture-Western	Akhmanova A (2001)	11290329	10116	9606
ETG81672	BOS_25483	Grm7	FLNA	-	-	Two-hybrid	Enz R (2002)	11943148	10116	9913
ETG24418	BOS_25483	Grm5	FLNA	mGluR5	-	Two-hybrid	Enz R (2002)	11943148	10116	9913
ETG60590	BOS_25483	Grm8	FLNA	Glur8|Gprc1h|Mglur8|mGluR8b|mGlur	-	Two-hybrid	Enz R (2002)	11943148	10116	9913
ETG81672	XX-FW83128A1.1	Grm7	FLNA	-	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	Reconstituted Complex	Enz R (2002)	11943148	10116	9606
ETG81823	ETG83722	Cib1	Plk2	Cib|Sip2-28	Snk	Reconstituted Complex	Kauselmann G (1999)	10523297	10116	10116
ETG81823	ETG58936	Cib1	Plk3	Cib|Sip2-28	Cnk	Reconstituted Complex	Kauselmann G (1999)	10523297	10116	10116
ETG81823	ETG83722	Cib1	Plk2	Cib|Sip2-28	Snk	Two-hybrid	Kauselmann G (1999)	10523297	10116	10116
ETG81823	ETG58936	Cib1	Plk3	Cib|Sip2-28	Cnk	Two-hybrid	Kauselmann G (1999)	10523297	10116	10116
ETG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|Tnfrsf16|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|MAGE-D1|NRAGE|mFLJ00163	Two-hybrid	Salehi AH (2000)	10985348	10116	10090
ETG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|Tnfrsf16|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|MAGE-D1|NRAGE|mFLJ00163	Reconstituted Complex	Salehi AH (2000)	10985348	10116	10090
ETG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|Tnfrsf16|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|MAGE-D1|NRAGE|mFLJ00163	Affinity Capture-Western	Salehi AH (2000)	10985348	10116	10090
RP11-544P1.2	Aa1064	CELF2	Apob	BRUNOL3|CUGBP2|ETR-3|ETR3|NAPOR	Ac1-060|Apo B-100|ApoB-100|ApoB-48	Affinity Capture-RNA	Anant S (2001)	11577082	9606	10116
ETG266714	ETG117519	Myo7a	Keap1	-	Inrf2	Co-purification	Velichkova M (2002)	11921171	10116	10116
CGI-61	ETG170920	SH3GLB1	Map4k3	Bif-1|PPP1R70|dJ612B15.2	-	Reconstituted Complex	Ramjaun AR (2001)	11384986	9606	10116
ETG170920	CGI-61	Map4k3	SH3GLB1	-	Bif-1|PPP1R70|dJ612B15.2	Reconstituted Complex	Ramjaun AR (2001)	11384986	10116	9606
CGI-61	ETG170920	SH3GLB1	Map4k3	Bif-1|PPP1R70|dJ612B15.2	-	Affinity Capture-Western	Ramjaun AR (2001)	11384986	9606	10116
ETG170920	CGI-61	Map4k3	SH3GLB1	-	Bif-1|PPP1R70|dJ612B15.2	Affinity Capture-Western	Ramjaun AR (2001)	11384986	10116	9606
ETG419824	ETG83841	NFASC	Sdcbp	-	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	9031	10116
ETG419824	ETG311532	NFASC	Sdcbp2	-	-	Two-hybrid	Koroll M (2001)	11152476	9031	10116
ETG419824	ETG83841	NFASC	Sdcbp	-	TACIP18|mda-9	Reconstituted Complex	Koroll M (2001)	11152476	9031	10116
ETG83841	ETG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	10116	10116
ETG83841	ETG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Affinity Capture-Western	Koroll M (2001)	11152476	10116	10116
ETG83841	ETG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Co-purification	Koroll M (2001)	11152476	10116	10116
ETG311532	ETG311532	Sdcbp2	Sdcbp2	-	-	Two-hybrid	Koroll M (2001)	11152476	10116	10116
ETG311532	ETG83841	Sdcbp2	Sdcbp	-	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	10116	10116
ETG83841	ETG311532	Sdcbp	Sdcbp2	TACIP18|mda-9	-	Two-hybrid	Koroll M (2001)	11152476	10116	10116
ETG140722	ETG29647	Caskin1	Cask	-	-	Affinity Capture-Western	Tabuchi K (2002)	12040031	10116	10116
ETG140722	ETG29647	Caskin1	Cask	-	-	Reconstituted Complex	Tabuchi K (2002)	12040031	10116	10116
ETG1742	ETG56725	DLG4	Cript	PSD95|SAP-90|SAP90	-	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
ETG1742	ETG25469	DLG4	Kcna4	PSD95|SAP-90|SAP90	KCHAN|Kv1.4|Kv4|RHK1|RK3	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
ETG1742	ETG24410	DLG4	Grin2b	PSD95|SAP-90|SAP90	GluN2B	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
ETG54292	ETG3579	Rgs12	CXCR2	-	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	Far Western	Snow BE (1998)	9651375	10116	9606
ETG3579	ETG54292	CXCR2	Rgs12	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	-	Reconstituted Complex	Snow BE (1998)	9651375	9606	10116
ETG3579	ETG54292	CXCR2	Rgs12	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	-	Two-hybrid	Snow BE (1998)	9651375	9606	10116
ETG25747	ETG8204	Ppara	NRIP1	PPAR	RIP140	Two-hybrid	Treuter E (1998)	9626662	10116	9606
ETG24176	ETG171026	Adrb2	Akap5	-	AKAP150|Akap79|P150	Affinity Capture-Western	Fraser ID (2000)	10753752	10116	10116
ETG24176	ETG24681	Adrb2	Prkcg	-	PKC|PKCI|Prkc|Prkcc|RATPKCI	Affinity Capture-Western	Fraser ID (2000)	10753752	10116	10116
ETG24176	ETG171026	Adrb2	Akap5	-	AKAP150|Akap79|P150	Reconstituted Complex	Fraser ID (2000)	10753752	10116	10116
ETG171046	ETG85489	Tcf3	Twist1	Pan2|Tcfe2a	Twist	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
ETG171046	ETG25585	Tcf3	Id3	Pan2|Tcfe2a	-	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
ETG171046	ETG161475	Tcf3	Psmd9	Pan2|Tcfe2a	Bridge|Bridge-1	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
ETG171046	ETG161475	Tcf3	Psmd9	Pan2|Tcfe2a	Bridge|Bridge-1	Reconstituted Complex	Thomas MK (1999)	10567574	10116	10116
ETG83840	DADB-127H9.2	Rps6kb1	CSNK2B	-	CK2B|CK2N|CSK2B|G5A	Two-hybrid	Panasyuk G (2006)	16895915	10116	9606
ETG56718	ETG1978	Mtor	EIF4EBP1	Frap1|RAFT1	4E-BP1|4EBP1|BP-1|PHAS-I	Reconstituted Complex	Gingras AC (1999)	10364159	10116	9606
ETG117045	ETG1981	Eif4e	EIF4G1	-	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	Affinity Capture-Western	Vary TC (2005)	16010989	10116	9606
ETG117045	ETG1981	Eif4e	EIF4G1	-	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	Affinity Capture-Western	Mezey E (2005)	16236269	10116	9606
ETG81812	ETG5295	Thra	PIK3R1	ERBA1|Thra1|c-erbA-1	AGM7|GRB1|IMD36|p85|p85-ALPHA	Affinity Capture-Western	Kenessey A (2006)	16717100	10116	9606
ETG24855	ETG7248	Tsc2	TSC1	Rc	LAM|TSC	Co-localization	Yamamoto Y (2002)	12147258	10116	9606
ETG56718	ETG10243	Mtor	GPHN	Frap1|RAFT1	GEPH|GPH|GPHRYN|HKPX1|MOCODC	Two-hybrid	Sabatini DM (1999)	10325225	10116	9606
ETG60445	ETG24715	Tsc1	Ren	-	RATRENAA|RENAA|Ren1	Co-localization	Murthy V (2000)	10807585	10116	10116
ETG60445	ETG24855	Tsc1	Tsc2	-	Rc	Co-localization	Murthy V (2000)	10807585	10116	10116
ETG83613	ETG24855	Nefl	Tsc2	NF-L|Nfl	Rc	Co-localization	Haddad LA (2002)	12226091	10116	10116
ETG2475	ETG25125	MTOR	Stat3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	-	Affinity Capture-Western	Rajan P (2003)	12796477	9606	10116
ETG25467	ETG25513	Irs1	Pik3r1	IRS1IRM	PI3KA	Affinity Capture-Western	Elsawa SF (2003)	12594288	10116	10116
RP11-314N13.2	ETG56718	FKBP1A	Mtor	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	Frap1|RAFT1	Affinity Capture-Western	Edinger AL (2003)	14679009	9606	10116
ETG24855	ETG60445	Tsc2	Tsc1	Rc	-	Co-purification	Yamamoto Y (2002)	12147258	10116	10116
ETG83613	ETG60445	Nefl	Tsc1	NF-L|Nfl	-	Co-localization	Haddad LA (2002)	12226091	10116	10116
ETG25513	ETG81812	Pik3r1	Thra	PI3KA	ERBA1|Thra1|c-erbA-1	Affinity Capture-Western	Kenessey A (2006)	16717100	10116	10116
ETG287711	ETG83840	Coasy	Rps6kb1	-	-	Co-purification	Nemazanyy I (2004)	15589845	10116	10116
ETG56718	ETG116636	Mtor	Eif4ebp1	Frap1|RAFT1	PHAS-I	Affinity Capture-Western	Heesom KJ (1999)	10471835	10116	10116
ETG117045	ETG116636	Eif4e	Eif4ebp1	-	PHAS-I	Affinity Capture-Western	Vary TC (2005)	16010989	10116	10116
ETG117045	ETG116636	Eif4e	Eif4ebp1	-	PHAS-I	Affinity Capture-Western	Tinton SA (1999)	10100614	10116	10116
ETG117045	ETG116636	Eif4e	Eif4ebp1	-	PHAS-I	Affinity Capture-Western	Mezey E (2005)	16236269	10116	10116
ETG117045	ETG116636	Eif4e	Eif4ebp1	-	PHAS-I	Affinity Capture-Western	Potter MW (2001)	11319880	10116	10116
ETG3643	ETG58844	INSR	Grb14	CD220|HHF5	-	Affinity Capture-Western	Kasus-Jacobi A (1998)	9748281	9606	10116
ETG25567	ETG25393	Tnr	Bcan	J1NRM	ALPBRE|BEHAB	Affinity Capture-Western	Aspberg A (1997)	9294172	10116	10116
ETG24338	RP11-272L14.1	Ephb1	EFNB2	Ephb2|Erk|elk	EPLG5|HTKL|Htk-L|LERK5	Reconstituted Complex	Cerretti DP (1995)	8559144	10116	9606
ETG81678	RP11-10M8.1	Itpr2	TRPC4	-	HTRP-4|HTRP4|TRP4	Reconstituted Complex	Mery L (2001)	11163362	10116	9606
ETG54300	ETG29468	Slc12a3	Pdia3	NCC|TSC	ER60|ERp57|Grp58	Affinity Capture-Western	Wyse B (2002)	11832422	10116	10116
ETG246232	ETG24185	Uxs1	Akt1	UGD	Akt	Two-hybrid	Moriarity JL (2002)	11877387	10116	10116
ETG246232	ETG24185	Uxs1	Akt1	UGD	Akt	Reconstituted Complex	Moriarity JL (2002)	11877387	10116	10116
ETG291981	ETG291981	Nutf2	Nutf2	NTF2	NTF2	Co-crystal Structure	Bullock TL (1996)	8757804	10116	10116
ETG291981	ETG84509	Nutf2	Ran	NTF2	-	Reconstituted Complex	Bullock TL (1996)	8757804	10116	10116
ETG60668	ETG140694	Amph	Dnm1	Amph1	Dnm	Reconstituted Complex	Slepnev VI (1998)	9694653	10116	10116
ETG313845	ETG29704	Sos1	Pacsin1	-	-	Affinity Capture-Western	Wasiak S (2001)	11352907	10116	10116
ETG24831	ETG5469	Thrb	MED1	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG9326	Thrb	ZNHIT3	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	TRIP3	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG9325	Thrb	TRIP4	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	ASC-1|ASC1|HsT17391|ZC2HC5	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG3832	Thrb	KIF11	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	EG5|HKSP|KNSL1|MCLMR|TRIP5	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	tcag7.1300	Thrb	TRIP6	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	PNAS-24	Thrb	HMGN3	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	PNAS-25|TRIP7	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	RP11-10C13.2	Thrb	JMJD1C	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	TRIP8	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG4793	Thrb	NFKBIB	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	IKBB|TRIP9	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG9322	Thrb	TRIP10	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	CIP4|HSTP|STOT|STP|TRIP-10	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG9321	Thrb	TRIP11	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG24831	ETG9318	Thrb	COPS2	C-erba-beta|ERBA2|Nr1a2|RATT3REC|T3rec|TRbeta	ALIEN|CSN2|SGN2|TRIP15	Two-hybrid	Lee JW (1995)	7776974	10116	9606
ETG84476	ETG54287	Strbp	Eif2ak2	Spnr	Pkr|Prkr	Reconstituted Complex	Coolidge CJ (2000)	10684936	10116	10116
ETG65248	tcag7.78	Prkaa1	CFTR	AMPKalpha1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Two-hybrid	Hallows KR (2000)	10862786	10116	9606
ETG24208	OK/SW-cl.35	Ar	CTNNB1	Andr|Tfm	CTNNB|MRD19|armadillo	Two-hybrid	Pawlowski JE (2002)	11916967	10116	9606
ETG3064	ETG54299	HTT	Ncor1	HD|IT15	Rxrip13	Reconstituted Complex	Boutell JM (1999)	10441327	9606	10116
ETG8673	ETG60466	VAMP8	Stx7	EDB|VAMP-8	-	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
ETG8673	ETG65277	VAMP8	Vti1a	EDB|VAMP-8	Vti1	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
ETG8673	ETG59074	VAMP8	Stx8	EDB|VAMP-8	-	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
ETG116549	YDR496C	Csnk2a1	PUF6	-	-	Biochemical Activity	Deng Y (2008)	18413716	10116	559292
ETG360820	ETG170922	Pxn	Ilk	-	-	Affinity Capture-Western	Nikolopoulos SN (2001)	11304546	10116	10116
ETG114901	ETG65040	Sorbs2	Dlgap1	Argbp2	Gkap	Affinity Capture-Western	Kawabe H (1999)	10521485	10116	10116
ETG24598	ETG29161	Nos1	Cav3	bNOS	-	Affinity Capture-Western	Venema VJ (1997)	9353265	10116	10116
ETG29161	ETG24598	Cav3	Nos1	-	bNOS	Affinity Capture-Western	Venema VJ (1997)	9353265	10116	10116
ETG56011	ETG29219	Ywhab	Snca	-	-	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG56011	Snca	Ywhab	-	-	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG29340	Snca	Prkce	-	Pkce	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG24680	Snca	Prkca	-	Pkca	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG24681	Snca	Prkcg	-	PKC|PKCI|Prkc|Prkcc|RATPKCI	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG64639	ETG29219	Bad	Snca	-	-	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG24703	Snca	Raf1	-	-	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG29219	ETG170851	Snca	Map2k1	-	Mek1	Affinity Capture-Western	Ostrerova N (1999)	10407019	10116	10116
ETG25069	ETG7186	Tnfrsf8	TRAF2	Cd30	MGC:45012|TRAP|TRAP3	Two-hybrid	Aizawa S (1997)	8999898	10116	9606
ETG25069	RP11-318L16.2	Tnfrsf8	TRAF5	Cd30	MGC:39780|RNF84	Two-hybrid	Aizawa S (1997)	8999898	10116	9606
ETG29219	ETG25085	Snca	Th	-	The	Affinity Capture-Western	Perez RG (2002)	11943812	10116	10116
ETG25085	ETG29219	Th	Snca	The	-	Affinity Capture-Western	Perez RG (2002)	11943812	10116	10116
ETG116543	ETG94188	Ebf1	Zfp423	Ebf|Olf1	Roaz|Znf423	Two-hybrid	Tsai RY (1997)	9151733	10116	10116
ETG78976	ETG289023	Kiss1r	Kiss1	Gpr54	Eseptin	Protein-peptide	Kotani M (2001)	11457843	10116	10116
ETG64391	ETG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Two-hybrid	Page G (1999)	10580117	10116	10116
ETG64391	ETG29885	Dapk3	Rab3ip	Dapkl	RABIN3	Two-hybrid	Page G (1999)	10580117	10116	10116
ETG64391	ETG79255	Dapk3	Atf4	Dapkl	-	Two-hybrid	Page G (1999)	10580117	10116	10116
ETG64391	ETG24851	Dapk3	Tpm1	Dapkl	Alpha-tm|Tma2|Tmsa	Two-hybrid	Page G (1999)	10580117	10116	10116
ETG64391	ETG114512	Dapk3	Aatf	Dapkl	Ded	Reconstituted Complex	Page G (1999)	10580117	10116	10116
ETG64391	ETG114512	Dapk3	Aatf	Dapkl	Ded	Two-hybrid	Page G (1999)	10580117	10116	10116
ETG64391	ETG79255	Dapk3	Atf4	Dapkl	-	Two-hybrid	Page G (1999)	10602480	10116	10116
ETG64391	ETG24851	Dapk3	Tpm1	Dapkl	Alpha-tm|Tma2|Tmsa	Two-hybrid	Page G (1999)	10602480	10116	10116
ETG64391	ETG114512	Dapk3	Aatf	Dapkl	Ded	Two-hybrid	Page G (1999)	10602480	10116	10116
ETG64391	ETG29885	Dapk3	Rab3ip	Dapkl	RABIN3	Two-hybrid	Page G (1999)	10602480	10116	10116
ETG64391	ETG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Two-hybrid	Page G (1999)	10602480	10116	10116
ETG64391	ETG64513	Dapk3	Pawr	Dapkl	Par-4|Par4	Biochemical Activity	Page G (1999)	10602480	10116	10116
ETG64513	ETG64391	Pawr	Dapk3	Par-4|Par4	Dapkl	Reconstituted Complex	Page G (1999)	10602480	10116	10116
ETG29546	ETG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Two-hybrid	Tu JC (1999)	10433269	10116	10116
ETG29546	ETG59312	Homer1	Shank3	HOMER1F|Vesl-1	Prosap2	Two-hybrid	Tu JC (1999)	10433269	10116	10116
ETG29546	ETG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
ETG29546	ETG59312	Homer1	Shank3	HOMER1F|Vesl-1	Prosap2	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
ETG29546	ETG78957	Homer1	Shank1	HOMER1F|Vesl-1	Shank1a|Spank1|Sstrip	Affinity Capture-Western	Tu JC (1999)	10433269	10116	10116
ETG78957	ETG29546	Shank1	Homer1	Shank1a|Spank1|Sstrip	HOMER1F|Vesl-1	Affinity Capture-Western	Tu JC (1999)	10433269	10116	10116
ETG59312	ETG286923	Shank3	Dlgap3	Prosap2	DAP-3|Dap3|SAPAP3	Two-hybrid	Tu JC (1999)	10433269	10116	10116
ETG59312	ETG286923	Shank3	Dlgap3	Prosap2	DAP-3|Dap3|SAPAP3	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
ETG286923	ETG59312	Dlgap3	Shank3	DAP-3|Dap3|SAPAP3	Prosap2	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
ETG59312	ETG24418	Shank3	Grm5	Prosap2	mGluR5	Reconstituted Complex	Tu JC (1999)	10433269	10116	10116
ETG25454	ETG18188	Gfra1	Nrtn	-	NTN	Reconstituted Complex	Klein RD (1997)	9192898	10116	10090
ETG25454	ETG25453	Gfra1	Gdnf	-	gndf	Reconstituted Complex	Klein RD (1997)	9192898	10116	10116
ETG25454	ETG25453	Gfra1	Gdnf	-	gndf	Reconstituted Complex	Jing S (1996)	8674117	10116	10116
ETG25468	ETG60465	Kcna2	Cttn	BK2|NGK1	Cttnb	Affinity Capture-Western	Hattan D (2002)	12151401	10116	10116
ETG304807	ETG299156	Rabif	Rab15	Mss4	-	Reconstituted Complex	Strick DJ (2002)	12105226	10116	10116
ETG64667	ETG64667	Sgta	Sgta	Stg	Stg	Reconstituted Complex	Cziepluch C (1998)	9557704	10116	10116
BOS_18467	ETG80278	CDK5R1	Cdk5rap3	P25/P35	C53	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
BOS_18467	ETG252827	CDK5R1	Cdk5rap1	P25/P35	-	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
BOS_18467	ETG286919	CDK5R1	Cdk5rap2	P25/P35	-	Reconstituted Complex	Ching YP (2000)	10721722	9913	10116
